order_id,user_id,item_id,item_name,category,price
1027,u1,13,Dark Fantasy Choco Fills,snacks,40
1027,u1,27,Sprite 250ml Can,drinks,40
1027,u1,9,Good Day Cashew Cookies,snacks,30
1027,u1,8,Bourbon Biscuits,snacks,20
1028,u1,35,Minute Maid Pulpy Orange,drinks,30
1028,u1,3,Bingo Mad Angles,snacks,20
1028,u1,3,Bingo Mad Angles,snacks,20
1029,u1,85,Mentos Mint Roll,sweets,10
1029,u1,3,Bingo Mad Angles,snacks,20
1029,u1,9,Good Day Cashew Cookies,snacks,30
1030,u1,8,Bourbon Biscuits,snacks,20
1030,u1,5,Too Yumm Multigrain Chips,snacks,20
1030,u1,90,Coconut Water 200ml,drinks,30
1030,u1,25,Coca-Cola 250ml Can,drinks,40
1030,u1,19,Eclairs Toffee (10 pcs),sweets,10
1030,u1,49,Maggi Masala Oats,instant,25
1031,u1,7,Parle-G Biscuits,snacks,10
1031,u1,4,Haldiram's Aloo Bhujia,snacks,30
1031,u1,17,5 Star Chocolate,sweets,20
1031,u1,17,5 Star Chocolate,sweets,20
1031,u1,19,Eclairs Toffee (10 pcs),sweets,10
1031,u1,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1032,u1,3,Bingo Mad Angles,snacks,20
1032,u1,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1032,u1,52,Haldiram's Dal Makhani Ready,instant,85
1033,u1,10,Hide & Seek Biscuits,snacks,30
1033,u1,7,Parle-G Biscuits,snacks,10
1033,u1,18,Munch Chocolate,sweets,10
1034,u1,7,Parle-G Biscuits,snacks,10
1034,u1,19,Eclairs Toffee (10 pcs),sweets,10
1034,u1,86,Center Fresh Gum (6 pcs),sweets,10
1034,u1,3,Bingo Mad Angles,snacks,20
1034,u1,53,Tata Salt 1kg,staples,28
1034,u1,85,Mentos Mint Roll,sweets,10
1035,u1,2,Kurkure Masala Munch,snacks,20
1035,u1,100,Mixed Nuts 100g,snacks,99
1035,u1,84,Cadbury Perk (3 pack),sweets,30
1036,u1,90,Coconut Water 200ml,drinks,30
1036,u1,85,Mentos Mint Roll,sweets,10
1036,u1,7,Parle-G Biscuits,snacks,10
1037,u1,20,Alpenliebe Lollipop,sweets,5
1037,u1,86,Center Fresh Gum (6 pcs),sweets,10
1037,u1,88,Amul Kool Koko 200ml,drinks,25
1037,u1,6,Pringles Original (Small),snacks,99
1037,u1,1,Lay's Classic Salted Chips,snacks,20
1037,u1,15,Dairy Milk Silk (60g),sweets,99
1038,u1,11,Oreo Original,snacks,20
1038,u1,34,Limca 250ml Can,drinks,40
1038,u1,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1038,u1,49,Maggi Masala Oats,instant,25
1038,u1,32,Frooti 200ml,drinks,20
1038,u1,20,Alpenliebe Lollipop,sweets,5
1039,u1,11,Oreo Original,snacks,20
1039,u1,99,Roasted Peanuts 200g,snacks,40
1039,u1,26,Pepsi 250ml Can,drinks,40
1039,u1,24,Ferrero Rocher (3 pcs),sweets,150
1040,u1,3,Bingo Mad Angles,snacks,20
1040,u1,26,Pepsi 250ml Can,drinks,40
1040,u1,21,Dairy Milk Crackle,sweets,40
1040,u1,85,Mentos Mint Roll,sweets,10
1040,u1,6,Pringles Original (Small),snacks,99
1041,u1,3,Bingo Mad Angles,snacks,20
1041,u1,7,Parle-G Biscuits,snacks,10
1041,u1,27,Sprite 250ml Can,drinks,40
1041,u1,33,Maaza 250ml,drinks,20
1041,u1,9,Good Day Cashew Cookies,snacks,30
1041,u1,5,Too Yumm Multigrain Chips,snacks,20
1041,u1,87,Polo Mint (Roll),sweets,10
1042,u1,26,Pepsi 250ml Can,drinks,40
1042,u1,2,Kurkure Masala Munch,snacks,20
1042,u1,3,Bingo Mad Angles,snacks,20
1042,u1,32,Frooti 200ml,drinks,20
1043,u1,22,Bounty Bar,sweets,50
1043,u1,90,Coconut Water 200ml,drinks,30
1043,u1,8,Bourbon Biscuits,snacks,20
1043,u1,36,Paper Boat Aam Panna,drinks,30
1043,u1,9,Good Day Cashew Cookies,snacks,30
1043,u1,15,Dairy Milk Silk (60g),sweets,99
1043,u1,33,Maaza 250ml,drinks,20
1044,u1,19,Eclairs Toffee (10 pcs),sweets,10
1044,u1,90,Coconut Water 200ml,drinks,30
1044,u1,90,Coconut Water 200ml,drinks,30
1044,u1,1,Lay's Classic Salted Chips,snacks,20
1044,u1,29,Sting Energy Drink,drinks,20
1045,u1,100,Mixed Nuts 100g,snacks,99
1045,u1,3,Bingo Mad Angles,snacks,20
1045,u1,8,Bourbon Biscuits,snacks,20
1045,u1,10,Hide & Seek Biscuits,snacks,30
1045,u1,90,Coconut Water 200ml,drinks,30
1045,u1,87,Polo Mint (Roll),sweets,10
1045,u1,86,Center Fresh Gum (6 pcs),sweets,10
1046,u1,11,Oreo Original,snacks,20
1046,u1,17,5 Star Chocolate,sweets,20
1046,u1,24,Ferrero Rocher (3 pcs),sweets,150
1046,u1,11,Oreo Original,snacks,20
1046,u1,100,Mixed Nuts 100g,snacks,99
1047,u1,1,Lay's Classic Salted Chips,snacks,20
1047,u1,66,Nivea Lip Balm,personal_care,99
1047,u1,11,Oreo Original,snacks,20
1047,u1,32,Frooti 200ml,drinks,20
1047,u1,90,Coconut Water 200ml,drinks,30
1047,u1,5,Too Yumm Multigrain Chips,snacks,20
1047,u1,5,Too Yumm Multigrain Chips,snacks,20
1048,u1,42,Amul Masti Dahi 200g,dairy,30
1048,u1,6,Pringles Original (Small),snacks,99
1048,u1,11,Oreo Original,snacks,20
1049,u1,36,Paper Boat Aam Panna,drinks,30
1049,u1,8,Bourbon Biscuits,snacks,20
1049,u1,30,Tropicana Orange 200ml,drinks,30
1049,u1,10,Hide & Seek Biscuits,snacks,30
1050,u2,44,Go Cheese Spread,dairy,85
1050,u2,96,Lemon (4 pcs),fresh,15
1050,u2,37,Amul Butter 100g,dairy,55
1050,u2,83,Complan Chocolate 200g,beverages,140
1050,u2,94,Onion 500g,fresh,20
1050,u2,37,Amul Butter 100g,dairy,55
1051,u2,93,Tomato 500g,fresh,25
1051,u2,83,Complan Chocolate 200g,beverages,140
1051,u2,44,Go Cheese Spread,dairy,85
1051,u2,92,Apple (4 pcs),fresh,80
1051,u2,79,Tata Tea Premium 100g,beverages,60
1052,u2,79,Tata Tea Premium 100g,beverages,60
1052,u2,39,Britannia Paneer 200g,dairy,90
1052,u2,97,Coriander Bunch,fresh,10
1052,u2,91,Banana (6 pcs),fresh,30
1052,u2,40,Amul Taaza Milk 500ml,dairy,32
1052,u2,31,Real Mango Juice 200ml,drinks,25
1053,u2,80,Green Tea Tulsi (10 bags),beverages,55
1053,u2,40,Amul Taaza Milk 500ml,dairy,32
1053,u2,39,Britannia Paneer 200g,dairy,90
1053,u2,54,Aashirvaad Atta 1kg,staples,60
1053,u2,96,Lemon (4 pcs),fresh,15
1054,u2,96,Lemon (4 pcs),fresh,15
1054,u2,42,Amul Masti Dahi 200g,dairy,30
1054,u2,43,Nestle Slim Milk 500ml,dairy,35
1055,u2,56,Toor Dal 500g,staples,75
1055,u2,79,Tata Tea Premium 100g,beverages,60
1055,u2,96,Lemon (4 pcs),fresh,15
1056,u2,93,Tomato 500g,fresh,25
1056,u2,97,Coriander Bunch,fresh,10
1056,u2,43,Nestle Slim Milk 500ml,dairy,35
1056,u2,41,Mother Dairy Curd 400g,dairy,45
1056,u2,94,Onion 500g,fresh,20
1056,u2,41,Mother Dairy Curd 400g,dairy,45
1056,u2,59,Sunflower Oil 500ml,staples,80
1057,u2,92,Apple (4 pcs),fresh,80
1057,u2,55,India Gate Basmati Rice 1kg,staples,120
1057,u2,97,Coriander Bunch,fresh,10
1057,u2,94,Onion 500g,fresh,20
1058,u2,44,Go Cheese Spread,dairy,85
1058,u2,93,Tomato 500g,fresh,25
1058,u2,39,Britannia Paneer 200g,dairy,90
1058,u2,95,Potato 500g,fresh,20
1059,u2,43,Nestle Slim Milk 500ml,dairy,35
1059,u2,94,Onion 500g,fresh,20
1059,u2,65,Vaseline Petroleum Jelly 50ml,personal_care,80
1059,u2,53,Tata Salt 1kg,staples,28
1059,u2,94,Onion 500g,fresh,20
1059,u2,43,Nestle Slim Milk 500ml,dairy,35
1060,u2,87,Polo Mint (Roll),sweets,10
1060,u2,59,Sunflower Oil 500ml,staples,80
1060,u2,44,Go Cheese Spread,dairy,85
1061,u2,98,Spinach 250g,fresh,20
1061,u2,44,Go Cheese Spread,dairy,85
1061,u2,83,Complan Chocolate 200g,beverages,140
1062,u2,91,Banana (6 pcs),fresh,30
1062,u2,95,Potato 500g,fresh,20
1062,u2,55,India Gate Basmati Rice 1kg,staples,120
1062,u2,24,Ferrero Rocher (3 pcs),sweets,150
1062,u2,96,Lemon (4 pcs),fresh,15
1062,u2,44,Go Cheese Spread,dairy,85
1063,u2,98,Spinach 250g,fresh,20
1063,u2,44,Go Cheese Spread,dairy,85
1063,u2,39,Britannia Paneer 200g,dairy,90
1063,u2,61,Colgate MaxFresh Toothpaste,personal_care,79
1063,u2,92,Apple (4 pcs),fresh,80
1063,u2,54,Aashirvaad Atta 1kg,staples,60
1063,u2,81,Horlicks 200g,beverages,130
1064,u2,39,Britannia Paneer 200g,dairy,90
1064,u2,96,Lemon (4 pcs),fresh,15
1064,u2,41,Mother Dairy Curd 400g,dairy,45
1064,u2,37,Amul Butter 100g,dairy,55
1064,u2,61,Colgate MaxFresh Toothpaste,personal_care,79
1064,u2,78,Bru Instant Coffee 50g,beverages,85
1064,u2,94,Onion 500g,fresh,20
1065,u2,57,Moong Dal 500g,staples,65
1065,u2,37,Amul Butter 100g,dairy,55
1065,u2,90,Coconut Water 200ml,drinks,30
1065,u2,55,India Gate Basmati Rice 1kg,staples,120
1066,u2,89,Lassi Pouch 200ml,drinks,20
1066,u2,39,Britannia Paneer 200g,dairy,90
1066,u2,96,Lemon (4 pcs),fresh,15
1066,u2,77,Nescafe Classic Coffee 25g,beverages,70
1066,u2,91,Banana (6 pcs),fresh,30
1067,u2,59,Sunflower Oil 500ml,staples,80
1067,u2,53,Tata Salt 1kg,staples,28
1067,u2,39,Britannia Paneer 200g,dairy,90
1067,u2,60,Mustard Oil 500ml,staples,95
1067,u2,97,Coriander Bunch,fresh,10
1068,u2,82,Bournvita 200g,beverages,120
1068,u2,53,Tata Salt 1kg,staples,28
1068,u2,79,Tata Tea Premium 100g,beverages,60
1068,u2,1,Lay's Classic Salted Chips,snacks,20
1069,u2,42,Amul Masti Dahi 200g,dairy,30
1069,u2,93,Tomato 500g,fresh,25
1069,u2,81,Horlicks 200g,beverages,130
1069,u2,54,Aashirvaad Atta 1kg,staples,60
1069,u2,62,Dove Soap 100g,personal_care,45
1070,u2,77,Nescafe Classic Coffee 25g,beverages,70
1070,u2,94,Onion 500g,fresh,20
1070,u2,98,Spinach 250g,fresh,20
1070,u2,92,Apple (4 pcs),fresh,80
1071,u2,47,Knorr Soupy Noodles,instant,20
1071,u2,90,Coconut Water 200ml,drinks,30
1071,u2,82,Bournvita 200g,beverages,120
1072,u2,94,Onion 500g,fresh,20
1072,u2,93,Tomato 500g,fresh,25
1072,u2,91,Banana (6 pcs),fresh,30
1073,u2,94,Onion 500g,fresh,20
1073,u2,40,Amul Taaza Milk 500ml,dairy,32
1073,u2,37,Amul Butter 100g,dairy,55
1073,u2,98,Spinach 250g,fresh,20
1074,u2,95,Potato 500g,fresh,20
1074,u2,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1074,u2,59,Sunflower Oil 500ml,staples,80
1074,u2,82,Bournvita 200g,beverages,120
1074,u2,42,Amul Masti Dahi 200g,dairy,30
1074,u2,91,Banana (6 pcs),fresh,30
1074,u2,77,Nescafe Classic Coffee 25g,beverages,70
1075,u2,40,Amul Taaza Milk 500ml,dairy,32
1075,u2,91,Banana (6 pcs),fresh,30
1075,u2,96,Lemon (4 pcs),fresh,15
1075,u2,95,Potato 500g,fresh,20
1076,u2,93,Tomato 500g,fresh,25
1076,u2,42,Amul Masti Dahi 200g,dairy,30
1076,u2,94,Onion 500g,fresh,20
1077,u2,66,Nivea Lip Balm,personal_care,99
1077,u2,79,Tata Tea Premium 100g,beverages,60
1077,u2,97,Coriander Bunch,fresh,10
1077,u2,39,Britannia Paneer 200g,dairy,90
1077,u2,40,Amul Taaza Milk 500ml,dairy,32
1077,u2,66,Nivea Lip Balm,personal_care,99
1077,u2,78,Bru Instant Coffee 50g,beverages,85
1078,u2,81,Horlicks 200g,beverages,130
1078,u2,97,Coriander Bunch,fresh,10
1078,u2,96,Lemon (4 pcs),fresh,15
1078,u2,82,Bournvita 200g,beverages,120
1078,u2,92,Apple (4 pcs),fresh,80
1078,u2,77,Nescafe Classic Coffee 25g,beverages,70
1078,u2,94,Onion 500g,fresh,20
1079,u2,63,Lifebuoy Hand Wash 200ml,personal_care,65
1079,u2,40,Amul Taaza Milk 500ml,dairy,32
1079,u2,95,Potato 500g,fresh,20
1079,u2,63,Lifebuoy Hand Wash 200ml,personal_care,65
1079,u2,93,Tomato 500g,fresh,25
1079,u2,95,Potato 500g,fresh,20
1079,u2,44,Go Cheese Spread,dairy,85
1080,u2,72,Surf Excel Easy Wash 200g,household,50
1080,u2,43,Nestle Slim Milk 500ml,dairy,35
1080,u2,62,Dove Soap 100g,personal_care,45
1080,u2,92,Apple (4 pcs),fresh,80
1080,u2,43,Nestle Slim Milk 500ml,dairy,35
1080,u2,55,India Gate Basmati Rice 1kg,staples,120
1080,u2,96,Lemon (4 pcs),fresh,15
1081,u2,40,Amul Taaza Milk 500ml,dairy,32
1081,u2,43,Nestle Slim Milk 500ml,dairy,35
1081,u2,91,Banana (6 pcs),fresh,30
1082,u2,37,Amul Butter 100g,dairy,55
1082,u2,59,Sunflower Oil 500ml,staples,80
1082,u2,79,Tata Tea Premium 100g,beverages,60
1082,u2,60,Mustard Oil 500ml,staples,95
1083,u2,95,Potato 500g,fresh,20
1083,u2,58,Chana Dal 500g,staples,55
1083,u2,93,Tomato 500g,fresh,25
1083,u2,97,Coriander Bunch,fresh,10
1084,u2,95,Potato 500g,fresh,20
1084,u2,93,Tomato 500g,fresh,25
1084,u2,58,Chana Dal 500g,staples,55
1085,u2,97,Coriander Bunch,fresh,10
1085,u2,53,Tata Salt 1kg,staples,28
1085,u2,58,Chana Dal 500g,staples,55
1086,u2,79,Tata Tea Premium 100g,beverages,60
1086,u2,92,Apple (4 pcs),fresh,80
1086,u2,94,Onion 500g,fresh,20
1086,u2,96,Lemon (4 pcs),fresh,15
1086,u2,75,Good Knight Refill,household,55
1086,u2,44,Go Cheese Spread,dairy,85
1087,u2,25,Coca-Cola 250ml Can,drinks,40
1087,u2,55,India Gate Basmati Rice 1kg,staples,120
1087,u2,91,Banana (6 pcs),fresh,30
1087,u2,59,Sunflower Oil 500ml,staples,80
1087,u2,41,Mother Dairy Curd 400g,dairy,45
1087,u2,66,Nivea Lip Balm,personal_care,99
1088,u2,98,Spinach 250g,fresh,20
1088,u2,78,Bru Instant Coffee 50g,beverages,85
1088,u2,96,Lemon (4 pcs),fresh,15
1088,u2,81,Horlicks 200g,beverages,130
1089,u2,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1089,u2,60,Mustard Oil 500ml,staples,95
1089,u2,95,Potato 500g,fresh,20
1090,u2,37,Amul Butter 100g,dairy,55
1090,u2,57,Moong Dal 500g,staples,65
1090,u2,42,Amul Masti Dahi 200g,dairy,30
1090,u2,55,India Gate Basmati Rice 1kg,staples,120
1091,u2,44,Go Cheese Spread,dairy,85
1091,u2,97,Coriander Bunch,fresh,10
1091,u2,60,Mustard Oil 500ml,staples,95
1091,u2,95,Potato 500g,fresh,20
1091,u2,67,Head & Shoulders Shampoo 72ml,personal_care,99
1091,u2,93,Tomato 500g,fresh,25
1092,u2,100,Mixed Nuts 100g,snacks,99
1092,u2,56,Toor Dal 500g,staples,75
1092,u2,83,Complan Chocolate 200g,beverages,140
1093,u2,93,Tomato 500g,fresh,25
1093,u2,97,Coriander Bunch,fresh,10
1093,u2,42,Amul Masti Dahi 200g,dairy,30
1094,u2,82,Bournvita 200g,beverages,120
1094,u2,43,Nestle Slim Milk 500ml,dairy,35
1094,u2,67,Head & Shoulders Shampoo 72ml,personal_care,99
1095,u2,80,Green Tea Tulsi (10 bags),beverages,55
1095,u2,42,Amul Masti Dahi 200g,dairy,30
1095,u2,91,Banana (6 pcs),fresh,30
1096,u2,41,Mother Dairy Curd 400g,dairy,45
1096,u2,81,Horlicks 200g,beverages,130
1096,u2,93,Tomato 500g,fresh,25
1096,u2,39,Britannia Paneer 200g,dairy,90
1096,u2,94,Onion 500g,fresh,20
1097,u2,39,Britannia Paneer 200g,dairy,90
1097,u2,22,Bounty Bar,sweets,50
1097,u2,54,Aashirvaad Atta 1kg,staples,60
1097,u2,91,Banana (6 pcs),fresh,30
1097,u2,98,Spinach 250g,fresh,20
1098,u2,97,Coriander Bunch,fresh,10
1098,u2,42,Amul Masti Dahi 200g,dairy,30
1098,u2,81,Horlicks 200g,beverages,130
1098,u2,94,Onion 500g,fresh,20
1098,u2,43,Nestle Slim Milk 500ml,dairy,35
1098,u2,91,Banana (6 pcs),fresh,30
1099,u2,95,Potato 500g,fresh,20
1099,u2,81,Horlicks 200g,beverages,130
1099,u2,39,Britannia Paneer 200g,dairy,90
1099,u2,98,Spinach 250g,fresh,20
1099,u2,93,Tomato 500g,fresh,25
1100,u3,58,Chana Dal 500g,staples,55
1100,u3,69,Vim Dishwash Bar,household,28
1100,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1100,u3,61,Colgate MaxFresh Toothpaste,personal_care,79
1100,u3,11,Oreo Original,snacks,20
1101,u3,92,Apple (4 pcs),fresh,80
1101,u3,39,Britannia Paneer 200g,dairy,90
1101,u3,97,Coriander Bunch,fresh,10
1101,u3,60,Mustard Oil 500ml,staples,95
1101,u3,93,Tomato 500g,fresh,25
1101,u3,73,Ariel Detergent 500g,household,115
1102,u3,42,Amul Masti Dahi 200g,dairy,30
1102,u3,57,Moong Dal 500g,staples,65
1102,u3,64,Dettol Soap 75g,personal_care,35
1102,u3,60,Mustard Oil 500ml,staples,95
1102,u3,96,Lemon (4 pcs),fresh,15
1102,u3,91,Banana (6 pcs),fresh,30
1103,u3,55,India Gate Basmati Rice 1kg,staples,120
1103,u3,75,Good Knight Refill,household,55
1103,u3,48,Top Ramen Curry Noodles,instant,14
1103,u3,93,Tomato 500g,fresh,25
1103,u3,93,Tomato 500g,fresh,25
1103,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1104,u3,46,Yippee Noodles,instant,14
1104,u3,56,Toor Dal 500g,staples,75
1104,u3,60,Mustard Oil 500ml,staples,95
1104,u3,54,Aashirvaad Atta 1kg,staples,60
1104,u3,25,Coca-Cola 250ml Can,drinks,40
1104,u3,93,Tomato 500g,fresh,25
1105,u3,57,Moong Dal 500g,staples,65
1105,u3,53,Tata Salt 1kg,staples,28
1105,u3,47,Knorr Soupy Noodles,instant,20
1105,u3,49,Maggi Masala Oats,instant,25
1106,u3,72,Surf Excel Easy Wash 200g,household,50
1106,u3,49,Maggi Masala Oats,instant,25
1106,u3,9,Good Day Cashew Cookies,snacks,30
1106,u3,97,Coriander Bunch,fresh,10
1106,u3,38,Amul Processed Cheese Slice (10 pcs),dairy,110
1106,u3,74,Colin Glass Cleaner 250ml,household,79
1106,u3,57,Moong Dal 500g,staples,65
1107,u3,71,Lizol Floor Cleaner 500ml,household,119
1107,u3,60,Mustard Oil 500ml,staples,95
1107,u3,57,Moong Dal 500g,staples,65
1107,u3,91,Banana (6 pcs),fresh,30
1108,u3,50,MTR Poha Mix,instant,45
1108,u3,55,India Gate Basmati Rice 1kg,staples,120
1108,u3,46,Yippee Noodles,instant,14
1109,u3,54,Aashirvaad Atta 1kg,staples,60
1109,u3,58,Chana Dal 500g,staples,55
1109,u3,53,Tata Salt 1kg,staples,28
1109,u3,98,Spinach 250g,fresh,20
1109,u3,58,Chana Dal 500g,staples,55
1109,u3,53,Tata Salt 1kg,staples,28
1109,u3,56,Toor Dal 500g,staples,75
1110,u3,47,Knorr Soupy Noodles,instant,20
1110,u3,40,Amul Taaza Milk 500ml,dairy,32
1110,u3,43,Nestle Slim Milk 500ml,dairy,35
1110,u3,40,Amul Taaza Milk 500ml,dairy,32
1110,u3,58,Chana Dal 500g,staples,55
1111,u3,43,Nestle Slim Milk 500ml,dairy,35
1111,u3,76,Odonil Air Freshener,household,49
1111,u3,49,Maggi Masala Oats,instant,25
1111,u3,59,Sunflower Oil 500ml,staples,80
1112,u3,59,Sunflower Oil 500ml,staples,80
